0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,8,0,0,9,3,0,0,0,1,4,0,0,18710737.21804961,236618299.80604225,61400000.0,568.5131724421798,0.0029258459691777
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,3,0,0,4,0,0,9,0,0,1,3,0,0,0,0,40845486.45581976,151322198.80551532,213300000.0,1347.5167723248317,0.0042754586076481
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,10,4,0,4,1,0,3,0,0,47070798.63434498,252007987.04973117,0.0,1555.8169295095663,0.0075893635514322
0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,3,0,0,7,0,0,10,0,0,0,5,0,0,0,0,7245106.243809609,170890747.98116124,303800000.0,144.10803777463076,0.0025362772224923
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,3,0,0,7,0,0,8,0,0,0,0,1,0,0,0,36205244.28068155,159212794.13555062,213300000.0,987.8416425267188,0.0071856457885967
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,7,0,1,10,3,0,7,1,0,3,0,1,13534029.695459764,322372052.65471685,61400000.0,221.76053250084377,0.0063259390805271
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,10,3,0,1,1,0,6,0,0,26863171.37623703,254776448.42574292,30700000.0,888.2693004305402,0.004369858602525
1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,4,0,0,9,0,0,0,3,0,0,0,0,68092959.1018593,102421032.66739611,351800000.0,2791.5551906310325,0.0056972319007419
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,4,0,0,9,0,0,1,0,0,0,0,0,67293517.21275803,132983326.37461624,176700000.0,2767.105385411507,0.0055866025308434
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,0,6,0,0,10,0,0,0,0,0,3,0,0,25827658.10014774,182903155.50644296,92100000.0,527.2012769067308,0.0060453006170486
1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,36896211.98232472,113924501.6415258,485000000.0,990.8655731085375,0.0074380672797098
1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,3,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,19390411.945958383,103625123.3003211,771800000.0,788.7611733267066,0.0016648320543321
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,0,0,5,3,0,10,4,0,0,6,7,3,3,0,23120898.873143777,359261853.9642449,30700000.0,758.7963962907704,0.002462631430756
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,6,7,0,10,1,0,7,1,7,7,0,0,7650716.837794707,355760150.83575535,61400000.0,0.0,0.0062252253174328
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,9,7,0,0,3,0,3,0,0,44468054.32613193,249288177.80606443,30700000.0,1480.1489097652889,0.007187940072495
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,5,0,0,10,4,0,0,0,0,0,0,0,69362696.61943133,182863908.33514136,30700000.0,2276.389188872311,0.007387894292268
0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,3,0,0,6,0,0,10,0,0,0,0,0,0,0,0,19641958.26893941,152551629.464063,267200000.0,385.93785541066006,0.0051211374061442
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,0,6,3,0,10,3,0,0,4,3,7,3,0,9617973.641147545,352455831.427824,61400000.0,319.7523187184947,0.001058258337712
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,10,3,0,3,0,0,2,0,0,46820842.02160928,229714865.09200132,30700000.0,1694.197850068849,0.0061253503160495
0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,1,0,1288836.9610524469,142567684.72670418,893000000.0,0.0,0.0008906110145327
1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,5,0,0,10,0,0,3,0,0,0,0,0,19641958.26893941,112078530.99692915,607900000.0,385.93785541066006,0.0051211374061442
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,35613762.17998844,103445229.30978264,455700000.0,1958.319563664746,0.0062660867299623
0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,13275775.49595265,105475443.56234026,1403500000.0,374.2759216733001,0.0047001569513159
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,10,3,0,6,0,0,3,0,7,3,0,0,342979.236059584,252451462.2679808,92100000.0,22.767515462594744,4.757261594023901e-05
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,10,3,0,9,0,0,7,0,0,2,0,0,342979.236059584,248922486.84209865,176700000.0,22.767515462594744,4.757261594023901e-05
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,9,0,0,5,0,0,2,4,0,5,0,0,2087402.8940019412,173168261.56583226,394300000.0,129.24770491027513,0.0002945113094975
0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,3,0,0,0,8,0,0,5,0,0,4,0,1,7,0,0,971303.6514076256,171194566.27869767,711800000.0,68.50931834848188,0.0001439241824571
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,3,0,0,0,6,0,0,2,0,0,0,2,0,4,0,0,37606426.36750384,128922118.4156275,334500000.0,2991.9056048183093,0.0043262591404809
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,9,0,0,5,0,0,4,0,1,6,0,0,2360891.547700892,175989320.2078612,303800000.0,0.0,0.002735878313411
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,0,0,0,7,0,0,4,0,0,0,0,0,1,0,0,40512293.21583343,124756043.8994288,425000000.0,3532.89033723001,0.0045866955337439
0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,7,0,0,2,0,0,1,0,0,4,0,0,20820998.17777721,135181185.33661574,419100000.0,1377.8528040229194,0.0029571732584534
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,9,0,0,4,0,0,3,0,1,7,0,0,1995097.4836309904,176033462.35454077,455700000.0,88.25011526569187,0.0005102645995155
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,7,0,0,4,0,0,2,0,0,5,0,0,34371303.91448264,143727585.87307137,182600000.0,2130.832644950139,0.005422656751073
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,0,0,0,7,0,0,2,0,0,0,2,0,3,0,0,18609727.48523649,133166874.73165417,425000000.0,1420.5402441770104,0.0025118727612876
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,7,0,0,3,0,0,1,0,0,4,0,0,20820998.17777721,137211399.0,334500000.0,829.9536890114526,0.0070972158202883
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,6,0,0,2,0,0,0,0,0,3,0,0,51433441.42491357,118564447.6812886,394300000.0,3218.384149914734,0.0081698772570233
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,9,0,0,4,0,0,0,2,0,5,0,0,7846027.782609145,160404141.80368078,425000000.0,576.3443847677074,0.0007049592106367
0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,9,0,0,3,0,0,0,0,1,4,0,0,7659399.283054075,153887955.51978278,796400000.0,359.557628323207,0.0016989287217258
1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,9,0,0,3,0,0,3,0,1,7,0,0,1995097.4836309904,173828115.2635957,709500000.0,88.25011526569187,0.0005102645995155
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,8,0,0,2,0,0,0,2,0,6,0,0,8801855.348521942,151050981.91302842,455700000.0,630.9911347113822,0.0008821950777738
0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,27126724.228661552,127865008.76469,425000000.0,1146.240983188858,0.0083302092996892
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,9,0,0,5,0,0,0,2,0,4,0,0,9817121.52324059,159499600.10888588,394300000.0,700.7710031215815,0.001069319030987
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,26981492.97118607,127865008.76469,455700000.0,1142.7327875729648,0.0082035680565415
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,9,0,0,5,0,0,1,0,0,4,0,0,10276254.27371838,158488320.19903034,334500000.0,460.4197912883683,0.0023995872859261
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,0,0,0,7,0,0,2,0,0,0,0,0,3,0,0,72396454.34947145,125834794.51213238,213300000.0,6772.623644092406,0.0060007660610392
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,49662397.29739463,86988332.89839453,455700000.0,3902.991759278671,0.0061366771034111
0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,2,0,0,0,6,0,0,1,0,0,2,0,0,4,0,0,25022886.83390408,127053587.84414443,590600000.0,1422.5147232488273,0.0047547865403545
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,7,0,0,1,0,0,0,2,0,3,0,0,16716981.756036598,131298344.16017108,455700000.0,1052.4675745089698,0.002498059630506
0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,46620247.92844812,127865008.76469,303800000.0,4269.633706139064,0.0041654214733544
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,3,0,0,0,6,0,0,2,0,0,0,3,0,4,0,0,35850007.0046283,130043445.89271376,334500000.0,2819.747485973461,0.00419019194194
0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,7,0,0,3,0,0,0,1,0,4,0,0,30063850.999819927,137211399.58917338,303800000.0,1245.6830675114124,0.0089813261823117
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,6,0,0,2,0,0,1,0,0,3,0,0,32016931.49629999,124885247.99095485,455700000.0,2029.8669366694453,0.0049393323815638
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,8,0,0,4,0,0,3,0,0,7,0,0,3784756.837717318,160327711.89503303,455700000.0,317.4076922367906,0.00037563516708
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,1,2,0,0,47170079.35459504,120243421.34474704,394300000.0,2895.891190672105,0.0078322543159407
0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,4,6,0,0,2906461.974919249,173640542.00061154,419100000.0,0.0,0.0024499099182286
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,6,0,0,3,0,0,2,0,0,3,0,0,23145455.902427208,127926742.15336804,455700000.0,1650.5440514455129,0.0033222435752174
0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,3,0,0,7,0,0,3531839.0644169906,176860489.18162832,297900000.0,0.0,0.0026325697124754
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,2,0,0,6,0,0,53795418.96867965,137848888.49471205,92100000.0,4129.369808088373,0.0067698749375542
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,6,0,0,2,0,0,5,0,0,7,0,0,40601989.09916682,143475206.87030274,92100000.0,2872.526452116244,0.0060603163260099
0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,6,0,0,1,0,0,2,0,0,5,0,0,43185911.20907556,130353147.12724183,267200000.0,3162.1557269027944,0.0059828008285406
0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,6,0,0,3,0,0,4,0,0,4,0,0,39012021.09892407,133315447.8108284,303800000.0,2234.214558685429,0.0070289115174726
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,6,0,0,3,0,0,2,0,0,4,0,0,41489835.97968901,130952332.66818511,303800000.0,2423.7571682958974,0.0072606583620098
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,6,0,0,2,0,0,2,0,0,6,0,0,55555528.64486466,135818674.24215442,92100000.0,4235.335366224053,0.0072460723527388
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,6,0,0,8,0,0,1862419.2434547413,186978936.4096925,182600000.0,0.0,0.0043490617110861
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,7,0,0,1,0,0,1,0,0,3,0,0,19948181.93351034,130287064.25031558,455700000.0,802.0015516917108,0.0067788976316518
0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,3,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,18557692.672058247,127865008.76469,1185700000.0,1526.6073049321708,0.0021429896695939
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,4,0,0,0,6,0,0,2,0,0,1,0,0,4,0,0,32896690.14774089,127910838.50577196,334500000.0,3012.888119146437,0.0040680931644282
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,7,0,0,3,0,0,3,0,0,6,0,0,23891079.237481102,146240562.8026421,182600000.0,1689.475200137188,0.0035101178381517
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,8,0,0,2,0,0,1,0,0,4,0,0,10421320.421881218,143143146.17664596,455700000.0,967.1542129468194,0.0008485360580924
0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,3,0,0,0,6,0,0,2,0,0,2,0,0,4,0,0,26097693.224262483,128922118.4156275,419100000.0,1921.3113573314092,0.0035766075690694
0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,37640313.43526576,89761628.97311926,711800000.0,2701.04153000732,0.0053263820448129
0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,7,0,0,3,0,0,0,0,0,2,0,0,46620247.92844812,125091712.68996528,303800000.0,3436.7316763429963,0.005206776841693
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,6,0,0,3,0,0,3,0,0,3,0,0,55348208.246393085,129048069.6304543,273100000.0,3169.5612815149216,0.0099884292425244
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,7,0,0,3,0,0,2,0,0,4,0,0,37298403.68475266,138222679.4990289,303800000.0,2443.65980510849,0.0061614518759269
0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,9,0,0,4,0,0,3,0,6,10,0,0,2279351.6522190287,196946741.1605435,297900000.0,93.94228453263044,0.000631816730994
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,6,0,0,3,0,0,1,0,0,4,0,0,45042614.74730712,129941052.7583296,303800000.0,2704.6183839541964,0.007575614560487
0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,5,0,0,0,0,0,2,0,0,3,0,0,37640313.43526576,97093709.19264103,540300000.0,2174.133807297558,0.0066579775560161
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,3,0,0,0,6,0,0,3,0,0,3,0,0,4,0,0,39012021.09892407,132073660.1452714,303800000.0,2775.683028202133,0.0056231292139781
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,9,0,0,4,0,0,3,0,7,10,0,0,2279351.6522190287,198799598.3043069,213300000.0,93.94228453263044,0.000631816730994
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,6,0,0,3,0,0,2,0,0,3,0,0,23145455.902427208,127926742.15336804,455700000.0,1650.5440514455129,0.0033222435752174
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,7,0,0,3,0,0,3,0,0,6,0,0,23891079.237481102,146240562.8026421,182600000.0,1689.475200137188,0.0035101178381517
0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,4,0,0,0,7,0,0,3,0,0,3,0,0,3,0,0,11221937.597113034,136318416.46129808,509600000.0,921.7795373491684,0.0016726239615662
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,7,0,0,2,0,0,3,0,0,3,0,0,11076706.339637555,134288202.20874044,673500000.0,379.569014711034,0.004891230641551
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,37640313.43526576,98215036.66972733,455700000.0,2174.133807297558,0.0066579775560161
0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,8,0,0,3,0,0,1,0,0,3,0,0,10421320.421881218,142147769.91438648,540300000.0,967.1542129468194,0.0008485360580924
0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,9,0,0,4,0,0,3,0,0,7,0,0,3531839.0644169906,169042306.9856122,297900000.0,290.63394277282543,0.000315908365497
0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,3,0,0,0,7,0,0,3,0,0,1,0,0,3,0,0,40810709.29731655,134185809.07435626,297900000.0,3631.6478651448506,0.0038381362862155
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,10,0,0,7,0,0,3,7,0,7,0,0,1174389.5970419042,202168057.23940057,273100000.0,45.548099949580575,0.0002855203326274
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,2,0,0,0,9,0,0,3,0,0,1,0,0,4,0,0,10276254.27371838,153887955.51978278,334500000.0,764.3687941310802,0.0009998280358025
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,6,0,0,2,0,0,1,0,0,3,0,0,67953770.83752291,124885247.99095485,213300000.0,4495.254055628767,0.0095714960975705
0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,7,0,0,3,0,0,1,0,0,3,0,0,19948181.93351034,134185809.07435626,540300000.0,1654.1282003641531,0.0022596325438839
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,49662397.29739463,86988332.89839453,455700000.0,3902.991759278671,0.0061366771034111
0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,0,0,9,0,0,4,0,0,1,0,0,4,0,0,9465492.855968423,156093302.61072785,425000000.0,723.8391222199581,0.0008834342054785
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0,7,0,0,1,0,0,0,0,0,4,0,0,32720605.93937371,126991854.45546643,759800000.0,2306.415526095782,0.0043229209961482
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,10,0,0,8,0,0,5,3,0,9,0,0,0.0,210993054.92416173,213300000.0,0.0,0.0
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,7,0,0,4,0,0,1,0,0,4,0,0,33599937.85502125,139416746.6801184,273100000.0,2107.4994029526997,0.0053255466290852
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,6,0,0,3,0,0,4,0,0,5,0,0,38501596.07109735,136615007.0939258,213300000.0,2212.186677752666,0.0068826228806497
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,6,0,0,3,0,0,1,0,0,3,0,0,55348208.246393085,126915462.24351248,273100000.0,3937.713780329126,0.0079907433940195
0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,8,0,0,7,0,0,7,1,3,4,0,0,0.0,182194959.2758437,862300000.0,0.0,0.0
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,7,0,0,3,0,0,4,0,0,14351783.42602998,149367536.26307634,333100000.0,390.4792191134769,0.0052850746570504
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,0,0,1,0,2,5,0,0,41998377.68891312,158117111.8334844,169200000.0,2491.3979929076486,0.0048889806009551
0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,56705325.24490895,104714247.98966026,321100000.0,3035.1620497355884,0.0070533309406864
0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,7,0,0,4,0,0,5,0,0,3,0,0,33673079.18484216,141139127.54188952,297900000.0,207.87924503572293,0.0083977889845519
0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,7,0,0,6,0,0,1,0,1,2,0,0,29114850.670665905,145150065.7315662,321100000.0,1435.0803868807302,0.0039001636349607
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,0,0,6,0,0,7,0,0,46620822.57277958,164316983.55318895,115300000.0,1157.8069249614864,0.0043715352945971
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,7,0,0,6,0,0,0,0,0,1,0,0,87392579.96759447,172042967.7302103,61400000.0,4929.5771309762495,0.0094112219801281
0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,2,0,0,0,9,0,0,6,0,0,3,3,1,5,0,0,137094.40449702207,183603429.9686416,702800000.0,6.7953355250726775,1.148619747918968e-05
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,6,0,0,4,0,0,7,0,0,3,0,0,56155982.15458371,179353166.4606668,61400000.0,2923.48184357992,0.009397368314773
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,6,0,0,1,0,1,4,0,0,59392194.63810828,150948952.32110804,115300000.0,2016.8501032205784,0.0056163466508954
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,0,0,7,0,1,4,0,0,33026455.999603875,163172615.29213676,169200000.0,1833.2150182254716,0.0042690940903407
1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,6,0,0,3,0,0,0,0,1,3,0,0,24985871.24302765,126915462.24351248,503700000.0,772.4229458057168,0.0079571245707822
